ghi,clear_sky_ghi,temp,humidity,district
5.4814,6.2878,30.44,80.53,Panipat
5.7583,6.2875,30.36,80.4,Panipat
4.133,5.9945,30.64,80.04,Panipat
4.633,6.2839,29.94,83.2,Panipat
5.8135,6.3058,29.95,80.71,Panipat
5.221,6.0242,29.27,83.67,Panipat
5.4785,6.017,29.47,82.87,Panipat
5.6405,6.0144,29.89,80.58,Panipat
5.1144,5.9342,28.87,84.19,Panipat
5.2855,6.4505,28.61,84.38,Panipat
6.3324,6.4524,29.12,80.66,Panipat
5.8471,6.5069,29.24,80.72,Panipat
4.0886,5.8234,27.66,84.74,Panipat
5.2584,6.2184,28.33,81.64,Panipat
5.8097,6.4174,29.42,77.97,Panipat
6.39,6.4246,29.33,81.5,Panipat
6.0211,6.1603,29.77,78.8,Panipat
3.3823,6.545,29.98,80.99,Panipat
6.1282,6.6744,30.65,77.91,Panipat
5.8649,6.3439,30.34,77.64,Panipat
4.2398,6.0552,29.95,81.22,Panipat
2.6882,6.3516,29.39,81.74,Panipat
4.6579,6.1212,28.92,78.25,Panipat
5.8699,6.1025,29.49,75.79,Panipat
6.126,6.215,29.14,76.94,Panipat
6.0538,6.2544,28.56,78.55,Panipat
5.9198,6.3586,28.6,78.62,Panipat
6.4267,6.4877,28.1,80.02,Panipat
6.4174,6.4898,28.16,79.0,Panipat
6.1934,6.283,28.27,76.23,Panipat
6.2117,6.2165,28.35,72.34,Panipat
6.4637,6.4656,27.91,70.07,Panipat
6.3475,6.3487,27.68,70.63,Panipat
6.2414,6.2436,28.11,72.03,Panipat
6.4644,6.4759,28.85,74.11,Panipat
6.4387,6.5117,30.33,69.44,Panipat
6.3168,6.4402,30.22,67.52,Panipat
6.1591,6.2791,29.02,70.97,Panipat
4.7892,5.9112,28.51,78.38,Panipat
5.5615,6.2681,27.12,86.28,Panipat
6.1279,6.4658,28.02,79.08,Panipat
6.0283,6.3029,29.5,74.67,Panipat
5.407,5.7734,29.65,76.92,Panipat
4.819,4.9915,29.93,78.12,Panipat
3.6264,5.3657,29.49,82.25,Panipat
4.0193,5.9381,27.54,84.64,Panipat
3.533,5.6921,26.69,90.1,Panipat
5.304,6.1042,27.37,82.73,Panipat
4.1911,5.9011,28.4,79.46,Panipat
5.3482,5.5207,29.44,75.17,Panipat
5.3803,5.6527,29.39,75.89,Panipat
5.5675,5.6635,29.27,73.86,Panipat
4.6325,5.375,28.57,77.49,Panipat
3.3893,5.2922,27.98,76.39,Panipat
5.4631,5.5958,27.91,71.79,Panipat
5.3935,5.4161,27.32,69.72,Panipat
5.8078,5.8087,26.69,70.97,Panipat
5.8795,5.8838,25.9,68.53,Panipat
5.831,5.8392,26.13,62.74,Panipat
5.8092,5.8102,25.94,59.46,Panipat
5.5915,5.604,25.64,57.9,Panipat
5.8522,5.8543,25.36,49.46,Panipat
5.7852,5.7888,24.43,50.24,Panipat
5.8298,5.8339,24.77,59.6,Panipat
5.6539,5.6693,25.18,59.34,Panipat
5.5327,5.544,25.39,56.22,Panipat
5.1874,5.2001,25.97,58.8,Panipat
5.1288,5.1401,27.32,58.87,Panipat
5.0479,5.0748,27.87,61.65,Panipat
5.0359,5.0575,27.05,63.53,Panipat
5.5526,5.5536,25.43,58.7,Panipat
5.3753,5.3772,24.98,54.47,Panipat
4.9838,4.9879,25.79,52.12,Panipat
4.7762,4.8187,26.57,50.6,Panipat
4.4856,4.6094,25.67,56.4,Panipat
2.8452,4.2737,22.85,75.69,Panipat
3.7183,4.7532,22.59,68.65,Panipat
5.1718,5.1722,21.81,67.94,Panipat
5.1866,5.1895,21.62,62.62,Panipat
5.1062,5.1094,21.65,61.02,Panipat
4.8353,4.909,21.9,54.56,Panipat
3.163,4.3632,22.37,58.81,Panipat
4.5607,4.5674,22.33,64.64,Panipat
4.6901,4.6934,23.09,61.09,Panipat
4.8024,4.8053,22.86,60.84,Panipat
5.0155,5.0611,22.56,58.5,Panipat
4.9529,4.9567,22.25,50.79,Panipat
4.0632,4.331,22.96,53.47,Panipat
4.0056,4.026,24.11,53.53,Panipat
3.8107,3.8263,22.97,59.3,Panipat
3.619,3.7685,23.03,56.8,Panipat
4.1854,4.1933,23.36,53.36,Panipat
3.5165,3.5294,23.13,53.62,Panipat
3.1728,3.2182,22.86,57.67,Panipat
3.1114,3.3487,22.14,59.82,Panipat
3.221,3.3324,21.88,47.76,Panipat
3.3343,3.4445,21.41,48.61,Panipat
3.1726,3.1764,21.41,52.14,Panipat
3.3653,3.3773,21.73,62.36,Panipat
2.8709,2.9988,22.57,57.0,Panipat
1.4803,3.2834,20.48,64.99,Panipat
3.6367,3.6382,19.16,65.14,Panipat
4.2533,4.266,19.34,64.16,Panipat
4.098,4.1126,18.71,57.5,Panipat
3.4291,3.9593,18.81,54.13,Panipat
3.7882,3.8196,19.0,61.38,Panipat
3.3768,3.433,20.24,56.45,Panipat
3.6048,3.6163,21.02,54.28,Panipat
3.3955,3.3972,20.73,54.25,Panipat
3.1961,3.3386,20.19,49.59,Panipat
3.0365,3.0554,19.13,55.32,Panipat
3.1502,3.2844,18.28,62.96,Panipat
4.0783,4.1162,17.36,61.59,Panipat
3.8544,3.8813,18.55,47.21,Panipat
3.311,3.3674,17.71,48.13,Panipat
2.8646,3.4205,17.41,53.61,Panipat
2.6299,3.3912,17.42,54.3,Panipat
0.9581,2.6119,16.66,60.72,Panipat
2.1466,3.1058,17.5,54.95,Panipat
2.7965,3.0449,19.11,52.26,Panipat
1.397,2.3935,19.48,59.36,Panipat
3.0214,3.1363,18.74,68.6,Panipat
3.2078,3.217,18.13,64.25,Panipat
3.2299,3.3077,17.74,57.0,Panipat
3.1301,3.1757,17.37,55.59,Panipat
3.5935,3.6158,17.22,58.75,Panipat
3.751,3.8105,17.86,54.47,Panipat
3.4834,3.5784,17.74,54.41,Panipat
3.565,3.5666,16.02,49.97,Panipat
3.57,3.5702,15.18,50.13,Panipat
3.7488,3.7891,14.57,50.89,Panipat
3.3554,3.3622,14.71,42.48,Panipat
2.9374,3.0689,13.9,44.63,Panipat
3.3094,3.3682,14.29,46.81,Panipat
3.0418,3.4987,13.79,51.56,Panipat
3.155,3.3917,14.49,51.11,Panipat
3.323,3.4085,14.56,49.56,Panipat
3.1351,3.1385,14.15,50.43,Panipat
3.6211,3.623,13.24,59.98,Panipat
3.9295,3.9314,12.7,51.27,Panipat
3.4454,3.4997,12.03,49.44,Panipat
3.4673,3.6439,12.43,45.89,Panipat
3.251,3.5021,14.09,45.49,Panipat
3.011,3.1757,15.51,47.32,Panipat
3.3149,3.5011,15.46,53.64,Panipat
2.7559,3.3204,14.3,58.35,Panipat
2.3213,3.2544,14.61,56.94,Panipat
2.0962,3.271,14.27,58.16,Panipat
1.5679,3.7421,13.36,60.51,Panipat
1.6279,3.3074,13.85,58.34,Panipat
1.1743,3.2369,14.17,54.0,Panipat
1.0114,3.5254,13.61,57.84,Panipat
3.7339,3.7978,15.37,39.39,Ambala
1.3836,3.5213,15.56,52.59,Ambala
1.385,3.5496,14.05,67.64,Ambala
2.3266,3.8882,12.6,57.85,Ambala
3.7445,3.8938,12.8,39.43,Ambala
2.0414,3.8813,13.94,40.25,Ambala
3.6708,3.8532,12.57,44.91,Ambala
2.4002,4.0908,12.75,41.41,Ambala
1.9992,4.0366,11.96,38.91,Ambala
2.5102,3.9722,11.88,34.76,Ambala
2.0395,3.9269,12.49,31.44,Ambala
2.305,3.797,13.81,30.92,Ambala
3.2004,3.8801,13.64,35.22,Ambala
1.416,2.7199,10.75,65.38,Ambala
3.9283,3.9312,12.35,61.66,Ambala
4.0939,4.1021,13.37,56.69,Ambala
3.8518,4.1916,12.59,46.26,Ambala
3.8448,4.302,12.56,40.48,Ambala
3.1207,4.2079,13.55,37.5,Ambala
2.143,4.1515,12.39,43.22,Ambala
0.7126,3.5278,12.19,51.78,Ambala
1.0303,3.253,11.9,79.3,Ambala
2.6148,4.0411,12.53,73.75,Ambala
3.5184,4.381,13.23,61.58,Ambala
1.3901,4.2298,12.67,50.14,Ambala
2.7377,3.7027,12.41,49.7,Ambala
3.2719,3.8983,11.28,60.68,Ambala
3.8592,4.3963,11.0,52.89,Ambala
3.4817,3.9595,10.81,43.61,Ambala
4.7674,4.7698,11.37,43.26,Ambala
4.5432,4.6274,12.57,37.69,Ambala
3.8299,4.3169,14.79,37.19,Ambala
3.2866,3.8818,15.5,47.33,Ambala
2.0563,3.6266,14.36,65.35,Ambala
4.2562,4.813,14.59,57.15,Ambala
4.6651,4.9039,14.17,47.14,Ambala
4.4364,4.7618,14.17,41.78,Ambala
4.6435,4.7486,15.66,38.25,Ambala
4.4417,4.7484,16.43,42.41,Ambala
4.9478,5.0561,15.77,48.46,Ambala
4.9502,5.0834,15.29,43.68,Ambala
3.8837,4.7198,15.19,41.33,Ambala
4.7218,4.9812,14.82,38.75,Ambala
4.9709,5.0887,15.59,37.73,Ambala
4.8653,5.1122,19.55,38.11,Ambala
5.0076,5.2807,19.49,41.31,Ambala
3.2554,4.4266,18.41,45.42,Ambala
4.7095,4.795,19.94,46.14,Ambala
3.725,4.5566,19.71,45.17,Ambala
3.6218,4.242,20.06,44.55,Ambala
2.9621,4.5389,20.46,53.01,Ambala
5.2116,5.3918,20.19,50.3,Ambala
5.3006,5.466,20.92,46.65,Ambala
4.3495,5.3057,21.32,45.67,Ambala
3.2935,5.1137,21.5,43.78,Ambala
2.6722,3.5758,18.94,55.21,Ambala
5.4137,5.7156,15.19,37.57,Ambala
5.5308,5.7331,15.59,31.05,Ambala
3.6108,5.4991,16.75,34.62,Ambala
0.5844,3.857,14.83,79.29,Ambala
1.5295,4.363,14.09,88.7,Ambala
4.3805,5.7941,14.19,75.79,Ambala
5.8181,5.892,14.1,69.37,Ambala
4.9483,5.6714,15.89,64.71,Ambala
5.8433,5.9419,16.92,59.74,Ambala
4.2581,5.9376,17.62,61.03,Ambala
3.8947,5.2054,17.32,69.24,Ambala
5.5164,5.6398,14.57,62.62,Ambala
6.3607,6.3833,16.85,53.71,Ambala
6.2834,6.4658,18.27,48.5,Ambala
4.83,6.2489,18.6,48.44,Ambala
5.5541,6.0557,21.41,37.45,Ambala
4.4422,5.9645,20.1,56.34,Ambala
3.5486,5.1295,18.17,71.22,Ambala
3.2393,5.4847,17.32,77.74,Ambala
6.1534,6.2028,18.18,68.42,Ambala
6.5443,6.5834,18.11,66.48,Ambala
6.0854,6.6324,19.61,58.0,Ambala
6.2592,6.4946,20.85,51.01,Ambala
6.4656,6.5179,22.08,50.54,Ambala
6.5338,6.6238,23.06,52.23,Ambala
6.5614,6.7166,23.7,54.11,Ambala
6.4963,6.6274,25.1,50.09,Ambala
6.3766,6.4805,26.01,45.73,Ambala
6.3362,6.5758,25.6,42.1,Ambala
6.7586,6.8573,25.57,39.95,Ambala
6.7807,6.9526,26.41,33.52,Ambala
4.1551,6.215,21.49,51.24,Ambala
5.419,6.1973,20.71,65.6,Ambala
5.8618,6.6283,22.82,54.39,Ambala
3.9994,6.0696,23.51,56.07,Ambala
6.0497,6.6329,24.84,49.66,Ambala
5.2111,6.0017,22.2,60.66,Ambala
4.9999,6.6276,21.35,66.45,Ambala
6.6775,6.9235,21.71,61.16,Ambala
5.4638,7.1597,23.19,49.22,Ambala
2.6148,7.0478,23.16,48.59,Ambala
6.6317,6.9948,22.74,50.85,Ambala
7.4172,7.429,23.34,51.43,Ambala
7.3658,7.5182,24.7,47.53,Ambala
7.2545,7.3303,26.41,41.21,Ambala
3.2666,7.0063,26.47,43.81,Ambala
6.6331,6.9247,25.24,48.83,Ambala
5.7984,6.7092,24.41,60.28,Ambala
5.6875,6.4589,25.45,60.15,Ambala
2.3388,6.7178,24.58,61.48,Ambala
7.3145,7.3884,25.83,52.54,Ambala
6.8839,7.5379,27.92,43.81,Ambala
7.0882,7.3548,30.26,35.7,Ambala
6.5232,6.9199,29.71,36.97,Ambala
7.1518,7.3284,28.94,34.7,Ambala
7.8595,7.8871,28.11,34.49,Ambala
7.8859,7.9471,29.52,29.33,Ambala
7.8602,7.9267,31.02,23.03,Ambala
7.7554,7.8451,30.3,26.91,Ambala
7.2262,7.3471,27.32,44.6,Ambala
6.8474,7.2245,28.49,44.39,Ambala
6.4776,7.4412,30.5,39.87,Ambala
7.669,7.8636,29.99,32.3,Ambala
6.6782,7.4131,29.67,34.69,Ambala
7.9488,8.0023,28.66,39.55,Ambala
8.2013,8.2366,28.27,30.5,Ambala
8.1821,8.2459,29.05,26.69,Ambala
8.2073,8.2495,29.67,25.74,Ambala
7.8727,7.9282,30.73,28.04,Ambala
7.6771,7.7342,32.29,28.6,Ambala
7.6807,7.8062,33.18,28.83,Ambala
6.9986,7.3834,32.88,27.27,Ambala
7.1582,7.4026,33.57,25.91,Ambala
6.7416,7.6366,33.63,29.08,Ambala
6.906,7.3723,33.32,31.6,Ambala
5.5685,7.2686,32.29,33.02,Ambala
6.2491,7.5857,32.14,30.52,Ambala
6.7409,7.6154,30.91,35.78,Ambala
4.8943,7.7575,30.68,40.53,Ambala
8.0525,8.071,31.75,35.14,Ambala
7.8574,7.9738,32.14,31.58,Ambala
7.4165,7.6771,34.2,30.48,Ambala
5.4091,7.9536,34.26,28.2,Ambala
8.4202,8.4442,32.62,23.58,Ambala
8.6028,8.6362,33.35,23.12,Ambala
8.5886,8.6362,34.31,20.42,Ambala
7.7414,8.1799,35.51,19.68,Ambala
7.991,8.1379,35.99,16.43,Ambala
7.4995,7.7179,35.75,14.02,Ambala
8.051,8.2812,34.83,13.18,Ambala
8.6995,8.7492,33.51,11.91,Ambala
8.1686,8.4749,33.68,12.96,Ambala
6.0108,7.6106,34.81,16.79,Ambala
7.7806,7.919,34.83,20.42,Ambala
6.0437,7.9531,34.78,19.46,Ambala
7.6915,8.2973,34.38,18.67,Ambala
5.9335,7.907,32.81,25.43,Ambala
3.8196,7.8156,33.34,25.17,Ambala
6.3557,7.783,32.39,33.33,Ambala
6.8102,7.777,32.75,35.6,Ambala
8.087,8.1002,33.2,28.42,Ambala
7.895,7.9517,34.73,22.84,Ambala
7.9337,7.9954,36.59,18.58,Ambala
7.6606,8.1691,37.05,19.22,Ambala
6.9127,7.8516,35.06,30.82,Ambala
7.8667,7.9442,35.88,27.74,Ambala
8.0035,8.1533,35.71,24.72,Ambala
4.8394,7.4294,35.25,29.06,Ambala
6.4613,7.3298,32.0,43.11,Ambala
5.6374,7.3644,32.58,42.7,Ambala
7.8082,8.0268,34.26,34.47,Ambala
7.9404,8.0573,35.11,32.89,Ambala
7.627,7.7513,35.83,30.9,Ambala
6.7034,6.9437,36.42,31.42,Ambala
5.7211,7.0726,33.52,41.28,Ambala
5.7046,7.5473,33.57,48.28,Ambala
7.3418,7.7196,33.2,44.77,Ambala
4.2173,7.7719,32.2,46.17,Ambala
4.5902,7.5578,32.33,52.54,Ambala
6.1111,7.7791,29.98,60.12,Ambala
8.0846,8.2978,31.24,41.33,Ambala
8.3429,8.411,31.9,43.59,Ambala
7.9529,7.987,33.17,41.06,Ambala
5.9832,6.7457,31.92,54.79,Ambala
5.3138,7.0932,32.02,50.81,Ambala
7.2569,7.5617,32.17,47.95,Ambala
6.9298,7.5528,31.58,51.15,Ambala
7.4057,7.6961,33.01,48.64,Ambala
6.4094,6.7082,32.9,53.98,Ambala
5.2642,6.9178,32.63,59.61,Ambala
5.3623,6.6298,31.24,66.44,Ambala
5.3107,6.7267,27.65,78.37,Ambala
5.3652,6.9334,29.57,69.27,Ambala
5.0098,6.9886,30.63,65.37,Ambala
2.2313,6.0084,29.14,72.05,Ambala
1.668,6.8808,27.32,78.48,Ambala
1.9286,7.9082,29.01,72.69,Ambala
5.2445,7.7954,28.2,79.67,Ambala
7.1674,7.6711,28.63,79.22,Ambala
6.7942,7.1582,29.26,76.48,Ambala
3.5851,6.7027,29.58,76.2,Ambala
5.9213,6.689,28.86,80.68,Ambala
2.1941,5.9628,28.51,81.77,Ambala
5.9846,6.9067,28.62,78.4,Ambala
3.3446,7.1849,28.69,77.43,Ambala
6.559,7.079,28.99,77.79,Ambala
5.3482,7.2828,28.65,81.04,Ambala
5.9551,7.1321,27.78,85.94,Ambala
5.5999,7.2259,27.79,84.52,Ambala
6.1222,7.1246,28.41,82.16,Ambala
7.0524,7.4993,27.73,85.69,Ambala
7.2295,7.5401,27.57,84.69,Ambala
6.9514,7.2602,27.29,82.56,Ambala
7.158,7.4011,26.83,82.83,Ambala
5.8934,7.097,27.47,83.26,Ambala
4.8773,7.1784,27.37,84.07,Ambala
3.5765,6.9835,26.93,85.2,Ambala
4.457,6.9031,27.12,83.04,Ambala
6.5998,7.0944,28.26,76.54,Ambala
6.2722,7.1611,29.38,73.96,Ambala
4.8694,6.6413,29.63,74.48,Ambala
5.2003,6.1399,29.35,77.06,Ambala
1.3898,6.0562,27.27,89.73,Ambala
2.7869,5.9854,28.38,81.16,Ambala
3.3197,6.5854,29.0,78.29,Ambala
5.0786,6.8129,29.82,70.92,Ambala
3.7579,6.4678,28.7,75.15,Ambala
5.8603,6.9432,27.49,84.72,Ambala
6.5549,7.1741,29.07,76.1,Ambala
3.533,6.936,29.18,78.19,Ambala
4.3212,6.4848,28.56,83.59,Ambala
4.992,6.7656,27.68,84.95,Ambala
6.4944,6.798,27.88,80.05,Ambala
6.0103,6.7219,28.75,75.6,Ambala
5.3887,6.3684,27.67,79.89,Ambala
5.3537,6.5842,27.2,81.58,Ambala
6.3274,6.7786,27.39,81.33,Ambala
4.9397,7.1462,26.94,81.6,Ambala
6.6598,7.0704,27.42,76.88,Ambala
6.8582,7.0411,26.87,82.42,Ambala
7.0392,7.2226,26.74,78.83,Ambala
6.7085,6.8786,26.97,77.78,Ambala
6.5064,6.8489,27.85,73.92,Ambala
6.2443,6.7987,27.81,74.6,Ambala
6.8484,7.019,27.79,75.32,Ambala
6.7678,6.9386,28.0,73.73,Ambala
6.8479,6.9938,26.59,72.42,Ambala
6.4051,6.9564,26.94,67.01,Ambala
6.5558,6.8748,27.45,62.31,Ambala
6.6722,6.9118,27.62,62.51,Ambala
6.6346,6.761,27.21,60.95,Ambala
6.4483,6.6746,26.28,63.86,Ambala
6.5638,6.6238,26.25,62.04,Ambala
6.7442,6.7771,26.48,60.87,Ambala
6.8287,6.8892,26.8,59.46,Ambala
6.9456,6.9638,26.91,61.77,Ambala
6.9758,6.9852,26.93,58.53,Ambala
6.967,6.9756,26.97,56.59,Ambala
6.6197,6.745,28.27,51.34,Ambala
6.559,6.7169,28.56,49.11,Ambala
6.0502,6.5342,28.85,52.4,Ambala
5.6659,6.1853,29.68,47.43,Ambala
5.0362,5.8253,29.1,49.5,Ambala
6.1284,6.2093,28.4,53.56,Ambala
5.1732,6.2724,27.95,57.42,Ambala
2.263,6.2306,26.72,72.39,Ambala
1.2581,5.8682,27.81,76.12,Ambala
5.6544,5.995,28.51,69.47,Ambala
2.9887,5.6098,26.96,78.74,Ambala
4.4453,5.9474,24.69,81.73,Ambala
6.0974,6.2942,24.47,72.21,Ambala
5.9054,6.2508,24.83,65.19,Ambala
6.1255,6.1591,26.4,58.14,Ambala
5.5406,5.9983,26.19,58.66,Ambala
6.2287,6.239,25.08,61.2,Ambala
6.2018,6.211,25.24,57.45,Ambala
6.2774,6.3413,24.73,56.99,Ambala
6.3516,6.3902,25.38,51.2,Ambala
6.2515,6.2599,25.51,49.47,Ambala
6.1286,6.1402,25.64,50.82,Ambala
5.9062,5.9388,26.64,46.15,Ambala
5.879,5.8934,26.27,48.73,Ambala
5.9196,5.939,26.04,48.97,Ambala
5.7202,5.765,26.32,50.84,Ambala
5.7547,5.7766,26.41,50.31,Ambala
5.7538,5.7672,26.95,46.41,Ambala
5.5716,5.6064,27.1,44.01,Ambala
5.467,5.4862,26.52,48.63,Ambala
4.8307,5.2507,26.83,52.3,Ambala
4.5091,4.7179,25.97,61.64,Ambala
3.5911,4.2209,24.57,68.29,Ambala
4.9992,5.0069,24.67,64.35,Ambala
5.129,5.2454,24.89,58.48,Ambala
5.1144,5.22,24.97,53.74,Ambala
5.0294,5.0813,26.28,46.8,Ambala
4.4338,4.9294,26.03,47.47,Ambala
5.07,5.0827,25.85,47.43,Ambala
5.1418,5.2094,23.92,46.06,Ambala
5.3585,5.3813,22.92,43.62,Ambala
5.3945,5.4305,22.61,42.35,Ambala
4.3673,5.1362,24.22,36.34,Ambala
4.2612,4.547,23.94,38.91,Ambala
4.7882,4.8946,22.62,46.92,Ambala
4.771,5.0302,21.52,49.52,Ambala
3.9002,4.7954,20.73,49.62,Ambala
4.542,4.7674,20.88,49.43,Ambala
4.3613,4.6814,20.38,43.94,Ambala
4.7354,4.8713,21.83,42.35,Ambala
4.3255,4.729,21.74,44.53,Ambala
3.5899,4.3661,21.83,47.34,Ambala
3.8693,4.1114,21.29,48.84,Ambala
3.4015,3.8071,22.02,46.08,Ambala
3.4183,4.0085,22.59,46.63,Ambala
4.1417,4.3637,21.81,42.16,Ambala
3.9605,4.3637,20.67,40.66,Ambala
2.8488,3.6612,21.05,44.15,Ambala
3.4236,3.6036,21.9,44.41,Ambala
3.0178,3.7682,21.64,44.52,Ambala
4.4988,4.501,20.27,46.96,Ambala
4.4035,4.44,20.65,47.04,Ambala
3.9977,4.3363,22.06,48.33,Ambala
4.3126,4.3255,21.46,47.72,Ambala
4.3162,4.3358,20.84,42.28,Ambala
4.4875,4.5048,19.91,43.2,Ambala
4.4506,4.487,18.6,38.51,Ambala
4.4885,4.5394,18.56,35.71,Ambala
4.3032,4.3075,18.99,34.68,Ambala
4.2725,4.2763,19.54,37.22,Ambala
4.289,4.3027,20.17,38.16,Ambala
4.1647,4.243,19.86,37.42,Ambala
3.751,4.0094,19.04,37.26,Ambala
4.1496,4.1616,19.16,36.13,Ambala
3.9526,4.1782,18.23,37.49,Ambala
2.7886,3.8724,19.68,41.1,Ambala
2.9966,3.402,19.05,51.72,Ambala
2.6203,3.378,19.81,54.71,Ambala
3.294,3.4786,18.58,51.16,Ambala
3.463,3.5784,19.38,49.32,Ambala
3.7692,3.8234,19.05,45.66,Ambala
3.5587,3.7476,17.89,47.7,Ambala
3.8225,3.931,17.25,48.23,Ambala
3.9372,3.9888,16.91,41.3,Ambala
3.7697,3.8837,17.82,38.95,Ambala
3.6142,3.7406,17.55,39.63,Ambala
3.1474,3.4668,17.05,39.94,Ambala
3.1003,3.5357,17.6,39.51,Ambala
2.1233,3.2066,15.86,42.19,Ambala
1.6618,3.2837,17.45,41.77,Ambala
1.6891,3.091,15.39,59.43,Ambala
3.2011,3.6773,14.48,60.81,Ambala
3.522,3.7186,13.41,48.88,Ambala
3.7001,3.7027,12.91,42.35,Ambala
3.8741,3.8772,12.83,43.09,Ambala
3.8242,3.8405,15.05,32.01,Ambala
2.989,3.2083,13.22,34.3,Ambala
3.9182,3.9209,12.12,36.96,Ambala
3.9245,3.9478,12.9,34.77,Ambala
3.5986,3.6518,12.85,35.7,Ambala
3.7526,3.7658,12.89,36.59,Ambala
3.1174,3.4044,12.89,36.81,Ambala
3.342,3.3485,11.91,36.61,Ambala
3.6948,3.7013,10.75,43.54,Ambala
3.8753,3.8976,11.0,33.89,Ambala
3.7229,3.8078,13.4,30.25,Ambala
3.7133,3.7553,16.0,35.05,Ambala
3.7087,3.9058,17.08,41.27,Ambala
3.726,4.031,16.59,42.17,Ambala
3.9538,3.9701,15.9,37.67,Ambala
3.9854,4.0894,15.72,32.27,Ambala
3.4073,3.9962,15.44,30.31,Ambala
3.4946,3.8018,14.91,30.24,Ambala
3.714,3.8676,15.45,31.15,Ambala
2.5982,3.509,15.37,35.93,Ambala
3.6751,3.7018,17.08,39.93,Ambala
2.97,3.6684,17.31,41.56,Ambala
2.5445,3.3091,16.44,48.02,Ambala
3.4171,3.7231,15.25,50.18,Ambala
3.7478,4.0682,13.93,47.51,Ambala
4.0356,4.1098,14.52,38.29,Ambala
3.8064,4.0325,15.38,38.37,Ambala
3.7426,3.8556,15.8,37.87,Ambala
2.9628,3.4361,14.64,44.38,Ambala
1.325,3.679,14.13,46.41,Ambala
2.2661,4.0018,13.16,49.88,Ambala
2.1499,4.2382,12.52,49.21,Ambala
3.5575,4.134,13.83,39.43,Ambala
3.1572,3.8633,13.44,38.5,Ambala
2.1787,3.845,12.92,38.1,Ambala
1.9738,4.0003,10.97,44.74,Ambala
2.2241,4.3382,10.2,33.71,Ambala
2.3347,4.1016,10.86,29.27,Ambala
2.5817,4.1323,11.6,28.9,Ambala
2.4703,4.1537,11.96,29.62,Ambala
2.2694,4.2775,11.83,31.53,Ambala
3.373,3.9175,14.46,29.49,Ambala
3.7392,3.9946,14.99,33.11,Ambala
4.3373,4.4599,16.19,43.16,Ambala
2.6222,4.0027,17.9,37.46,Ambala
3.5081,4.2372,17.46,45.08,Ambala
3.8635,4.4376,15.75,45.02,Ambala
4.7947,4.8456,13.98,38.15,Ambala
4.8802,4.9538,13.64,36.6,Ambala
4.9322,4.9781,13.98,37.05,Ambala
4.9123,4.9478,15.04,34.06,Ambala
4.7935,4.9433,16.8,29.51,Ambala
4.2408,4.3363,16.92,26.7,Ambala
2.8848,3.7212,14.74,49.62,Ambala
4.6589,4.6951,15.12,54.22,Ambala
4.951,4.9944,16.18,46.68,Ambala
4.4189,4.8329,16.75,36.58,Ambala
3.8182,4.2898,15.34,32.18,Ambala
4.4681,4.9661,14.8,26.58,Ambala
3.0041,4.7347,15.61,31.26,Ambala
5.0484,5.1142,15.06,37.16,Ambala
4.5034,5.1905,14.87,36.25,Ambala
5.203,5.2661,16.0,31.98,Ambala
5.3023,5.4046,17.9,25.38,Ambala
4.0639,5.1055,20.79,33.0,Ambala
2.1418,5.0942,22.68,38.4,Ambala
4.0865,4.5319,19.87,61.58,Ambala
5.4341,5.5699,18.79,47.41,Ambala
5.7101,5.7994,19.11,29.57,Ambala
5.6834,5.7797,19.37,26.57,Ambala
5.6242,5.711,21.09,20.06,Ambala
5.2954,5.5255,19.31,22.1,Ambala
5.2483,5.2843,19.82,23.37,Ambala
5.0902,5.1228,20.45,24.03,Ambala
5.1264,5.2075,20.61,27.15,Ambala
4.9939,5.0078,20.68,28.98,Ambala
5.1883,5.4761,21.82,28.93,Ambala
5.1538,5.3266,23.01,29.09,Ambala
5.4331,5.6002,24.46,26.33,Ambala
5.5879,5.6263,24.2,27.9,Ambala
3.4589,5.395,22.58,37.18,Ambala
2.7307,5.3338,21.1,50.27,Ambala
5.6417,5.6976,20.9,47.45,Ambala
5.8188,5.8493,21.53,41.26,Ambala
4.938,5.4857,21.23,39.94,Ambala
5.8956,5.9558,23.18,37.56,Ambala
2.6434,5.3465,23.22,45.43,Ambala
2.0494,5.6566,21.89,58.97,Ambala
4.5965,5.9635,20.05,67.36,Ambala
5.4144,6.1193,20.27,56.1,Ambala
6.2902,6.3926,19.86,44.61,Ambala
5.4934,6.571,20.4,39.5,Ambala
1.5499,5.9923,21.65,45.87,Ambala
5.8097,6.0914,23.15,46.13,Ambala
5.891,6.2352,25.1,41.19,Ambala
5.3119,6.1956,23.59,42.33,Ambala
6.8654,6.9089,21.34,35.03,Ambala
7.0934,7.2168,21.59,28.49,Ambala
6.8738,7.081,23.18,28.67,Ambala
5.7833,6.7178,24.59,28.9,Ambala
5.7461,6.7229,26.73,31.44,Ambala
5.4103,6.3756,25.29,37.62,Ambala
6.7226,6.8371,23.92,36.57,Ambala
6.707,6.9031,24.03,34.34,Ambala
6.0233,6.5887,24.91,33.65,Ambala
6.6871,6.888,25.67,33.4,Ambala
6.4404,6.859,26.93,29.82,Ambala
6.3067,6.9002,27.86,33.73,Ambala
6.0499,6.7584,29.89,35.46,Ambala
5.8207,6.7716,30.5,35.07,Ambala
5.6604,6.5318,28.53,35.98,Ambala
3.8352,7.2163,25.57,44.05,Ambala
